rank,gene,score
647,NEFH,0.0433963457743326
648,SLC1A2,0.04330120881398525
649,COL27A1,0.04325478076934819
650,IGF1,0.04322717122056274
651,CLEC5A,0.04313702384630841
652,ELAVL2,0.043078960755744855
653,FGL1,0.04284602403640747
654,HS3ST4,0.04282729625701909
655,C2CD6,0.0428130680864508
656,BACH1,0.04272441565990448
657,TIMP3,0.04267537891864781
658,PDZRN3,0.04264397670825326
659,ESR1,0.04240606625874843
660,STK32A,0.042046288826635914
661,SLIT2,0.04196911113602775
662,BRINP1,0.04165755169528523
663,SNAP25,0.04156066548256654
664,TMEM51,0.04153722723325093
665,GPM6A,0.041448644051949146
666,CDH8,0.041352791339159034
667,GRIN1,0.04120630676619674
668,PRKG1,0.04112515747547152
669,SERINC1,0.04106677418405358
670,MDGA2,0.04084860285123193
671,CACNA1D,0.040731739794087174
672,CTSC,0.04068594633237177
673,FCGR2A,0.04044351596680901
674,ALPK1,0.04041992220613699
675,AIF1,0.04030721386273706
676,CNTNAP2,0.039839497870869156
677,CYBA,0.0397918175498978
678,LHFPL6,0.039730965879090085
679,CCK,0.039646127478407345
680,KIRREL3,0.039612630523225834
681,MEF2C,0.03954209271404485
682,RBFOX1,0.039344578981399536
683,RUNX1,0.03926926383785173
684,CRYAB,0.03920364429268297
685,PPP1R14A,0.039059478346852305
686,MX2,0.039035506546497345
687,ST18,0.03886366564603072
688,SLC4A7,0.03880256037046381
689,IGSF21,0.03837289485064421
690,ACTG1,0.03831106739445822
691,SV2C,0.038220683733622196
692,ST8SIA1,0.038206279277801514
693,RNF150,0.03802456106794505
694,APLP1,0.0378946761290232
695,CALM3,0.03783367680651806
696,ARHGEF26,0.0378232575953007
697,C1orf21,0.03759928053055983
698,CAMK2G,0.03727752554650393
699,SERPINI1,0.03715274731318152
700,KCNE1,0.03713887929916382
701,GAP43,0.03710069190686072
702,ARPP21,0.03618517667055132
703,SRGAP2B,0.03611722069256229
704,TNFRSF1B,0.03605775289483126
705,FTH1,0.03592460889082688
706,HS3ST5,0.035794072877025074
707,NCKAP1L,0.0357694784800211
708,RNLS,0.03570083217187364
709,RHBDF2,0.0355954776917185
710,SYTL3,0.035251090450892364
711,OTULINL,0.0352473419446212
712,UTRN,0.0350213824283509
713,STK33,0.03495762278051939
714,ETV6,0.03489217907190323
715,CLEC7A,0.0346154537465837
716,APOE,0.0345388890049983
717,FPR3,0.03441174913317391
718,RTTN,0.03410945436754431
719,FTL,0.03395586870610712
720,ACSS3,0.03382870554924011
721,FMN1,0.033679067579090116
722,MRAS,0.033557762418474524
723,STXBP1,0.03354865312576294
724,MALRD1,0.03350807268215317
725,IQCJ-SCHIP1,0.03309638186626174
726,CLVS1,0.033026695251464844
727,PSMA1,0.03295278650793165
728,REEP1,0.03280717134475708
729,SAMD4A,0.032631615255370006
730,LGALS1,0.03254207076061333
731,KLHL1,0.03247363505908518
732,CA8,0.03241457100858025
733,ATP1A2,0.032345120202411315
734,C1QB,0.03232643859727041
735,CTNND2,0.03231636285781858
736,KBTBD12,0.032254639298024856
737,CTNNA2,0.03212276533955627
738,RASGRF1,0.0313768881329658
739,HCK,0.03119092630089182
740,ARL15,0.031178569982922233
741,SYT4,0.031033834815025307
742,CNP,0.030992604250257738
743,PTPRG,0.030805865923563602
744,ADAMTS18,0.03062421828508377
745,SELENOP,0.030302278917420544
746,SDK1,0.030222205320994067
747,ENTPD1,0.02987239056063773
748,COLEC12,0.02957669456215467
749,NRSN1,0.029523135044357995
